"produto_id","fabrica_id","referencia_anonima","linha_id","familia_id","linha_descricao","familia_descricao"
414522,158,"REF-18c011a03ccb4f47601412183eff093b",933,5370,"REFRIGERADOR","REFRIGERADOR"
414523,158,"REF-22cfca463d8c6f593ad12b7dcbd94f1d",933,5370,"REFRIGERADOR","REFRIGERADOR"
414524,158,"REF-846675e63b8703bdb7c2e4498935f4dc",933,5370,"REFRIGERADOR","REFRIGERADOR"
414525,158,"REF-1a642107f31a23c30adc208a0bee781e",933,5370,"REFRIGERADOR","REFRIGERADOR"
414526,158,"REF-913ed748b3af06418ade72f191edf397",933,5370,"REFRIGERADOR","REFRIGERADOR"
414527,158,"REF-a8d42f008eb2194a2c9be3bd5f17abf2",933,5370,"REFRIGERADOR","REFRIGERADOR"
414529,158,"REF-8b84e91e70307b49d465bc5d7d1ad931",933,5370,"REFRIGERADOR","REFRIGERADOR"
414530,158,"REF-e6f56bf8bb2a9611fae8057a374b82d7",933,5370,"REFRIGERADOR","REFRIGERADOR"
414533,158,"REF-e9f5d8062436f8b41b780526e4635325",933,5370,"REFRIGERADOR","REFRIGERADOR"
414534,158,"REF-607dbec8f51fbe601d438f0ae97f97cd",933,5370,"REFRIGERADOR","REFRIGERADOR"
414535,158,"REF-8e6241a9f0dbbfd9755be2ea8c73c9de",933,5370,"REFRIGERADOR","REFRIGERADOR"
414536,158,"REF-81f5b4d9384ff4aca37396e5ea24577b",933,5370,"REFRIGERADOR","REFRIGERADOR"
414538,158,"REF-03becf8e4efe90799edf0b8e70b34cc7",933,5370,"REFRIGERADOR","REFRIGERADOR"
414539,158,"REF-275a8e67445586245141393ca219d249",933,5370,"REFRIGERADOR","REFRIGERADOR"
414540,158,"REF-fe873475a5ab5122ac50919681af828e",933,5370,"REFRIGERADOR","REFRIGERADOR"
414541,158,"REF-3824da942622bf5570c5ce6a2cfba7ef",933,5370,"REFRIGERADOR","REFRIGERADOR"
414543,158,"REF-56f45e59792653a5a72b8aaf5cf9407f",933,5370,"REFRIGERADOR","REFRIGERADOR"
414544,158,"REF-8cc6fd2207a87ae0956f28af9c312b21",933,5370,"REFRIGERADOR","REFRIGERADOR"
414545,158,"REF-f68e0f43ae2d95b7e43a7bb891b7043e",933,5370,"REFRIGERADOR","REFRIGERADOR"
414547,158,"REF-e7abb9eeb549ca0f04fc79a2bbcf6dda",933,5370,"REFRIGERADOR","REFRIGERADOR"
414548,158,"REF-7739b2955aaa1ee1098402cab08af51b",933,5370,"REFRIGERADOR","REFRIGERADOR"
414549,158,"REF-91fd371adb81fe88623a8a2564b62c99",933,5370,"REFRIGERADOR","REFRIGERADOR"
414552,158,"REF-27b66dff4ee18ef60f07de8bd9ba9d8e",933,5370,"REFRIGERADOR","REFRIGERADOR"
414553,158,"REF-99ce916e7a6ae56371b5e5eaea0589c9",933,5370,"REFRIGERADOR","REFRIGERADOR"
414554,158,"REF-818b4b5f8aa19b3d82bde74d50181327",933,5370,"REFRIGERADOR","REFRIGERADOR"
414555,158,"REF-5591529363c5e2e5f6036e08414fb1a4",933,5370,"REFRIGERADOR","REFRIGERADOR"
414556,158,"REF-a59f23b9819f20859c8c1670c522f026",933,5370,"REFRIGERADOR","REFRIGERADOR"
414558,158,"REF-1d52f1e65e4702510af82170a7faadb9",933,5370,"REFRIGERADOR","REFRIGERADOR"
414559,158,"REF-0d3804ee7efce44916de5703eeeb0a15",933,5370,"REFRIGERADOR","REFRIGERADOR"
414561,158,"REF-f5d00320b88bc81835c2f6d7a7521f45",933,5370,"REFRIGERADOR","REFRIGERADOR"
414562,158,"REF-7d639b6c5a1f537ae3d15837bcc45652",933,5370,"REFRIGERADOR","REFRIGERADOR"
414563,158,"REF-7b3bab8709cae30d63f7162f4f59c763",933,5370,"REFRIGERADOR","REFRIGERADOR"
414565,158,"REF-d831cc2daac6949c8f40d4355d0fd76c",933,5370,"REFRIGERADOR","REFRIGERADOR"
414566,158,"REF-e8a609741088087876eba325d5c30b45",933,5370,"REFRIGERADOR","REFRIGERADOR"
414567,158,"REF-102f97663e8a295a5310ce2017c4c853",933,5370,"REFRIGERADOR","REFRIGERADOR"
414570,158,"REF-ebfcfceb72b6f009eaa15284ea2fac75",933,5370,"REFRIGERADOR","REFRIGERADOR"
414571,158,"REF-2d1ab9fc33146d6f5af2177d4316fcba",933,5370,"REFRIGERADOR","REFRIGERADOR"
414573,158,"REF-1d36e7a587b2a785c99ef6f6a150948a",933,5370,"REFRIGERADOR","REFRIGERADOR"
414575,158,"REF-e4f760df098d48b088ba67cebf94761a",933,5370,"REFRIGERADOR","REFRIGERADOR"
414577,158,"REF-f76949002304f248a62f003eac3ce320",933,5370,"REFRIGERADOR","REFRIGERADOR"
414579,158,"REF-61aa2b8f6e5178ad143a0852a3164073",933,5370,"REFRIGERADOR","REFRIGERADOR"
414580,158,"REF-323f6d318387072bdfbc73ffd8dd1486",933,5370,"REFRIGERADOR","REFRIGERADOR"
414581,158,"REF-9e696ea0e6377a58404654dfc240c4d0",933,5370,"REFRIGERADOR","REFRIGERADOR"
414582,158,"REF-967bbe1e5ad28c4fd6ddd3b4dd8979ce",933,5370,"REFRIGERADOR","REFRIGERADOR"
414583,158,"REF-e2a734ddbfe28f35592f0262fce45722",933,5370,"REFRIGERADOR","REFRIGERADOR"
414584,158,"REF-c1975e550c45fe61f1af039cec2683a7",933,5370,"REFRIGERADOR","REFRIGERADOR"
414585,158,"REF-c3c6bd4a6ad90c14ef6e4c00ef1afa92",933,5370,"REFRIGERADOR","REFRIGERADOR"
414586,158,"REF-1bfdd723b69b2776f967c8dd352bff36",933,5370,"REFRIGERADOR","REFRIGERADOR"
414587,158,"REF-3c171bc48718ae43ba2dc435db187a79",933,5370,"REFRIGERADOR","REFRIGERADOR"
414588,158,"REF-ae3cd16ea561f98cc01460f56258c642",933,5370,"REFRIGERADOR","REFRIGERADOR"
414589,158,"REF-e2fd5378aa1d6ac2b3e5debe256faaaa",933,5370,"REFRIGERADOR","REFRIGERADOR"
414590,158,"REF-dad2cf70ee308cb2cf5b9cfbdc1e2695",933,5370,"REFRIGERADOR","REFRIGERADOR"
414591,158,"REF-fbfaebe20798a3af92a871c34baabb5f",933,5370,"REFRIGERADOR","REFRIGERADOR"
414592,158,"REF-b9f6c59141f254d37ce14477182ce315",933,5370,"REFRIGERADOR","REFRIGERADOR"
414594,158,"REF-584cb65ef54639b113e3a4447adb62a8",933,5370,"REFRIGERADOR","REFRIGERADOR"
414595,158,"REF-e750120e2f99d4d7de8e4ad5293b185d",933,5370,"REFRIGERADOR","REFRIGERADOR"
414596,158,"REF-9722a3bf56c573ad246e41f1b855bee4",933,5370,"REFRIGERADOR","REFRIGERADOR"
414598,158,"REF-965f179b96e07dd32f8526acc582f5c6",933,5370,"REFRIGERADOR","REFRIGERADOR"
414599,158,"REF-3a96c0b993e015bcc6576b8ee4783512",933,5370,"REFRIGERADOR","REFRIGERADOR"
414601,158,"REF-e3cc52b163a3d8b015e070b4263e921a",933,5370,"REFRIGERADOR","REFRIGERADOR"
414602,158,"REF-d519702670b486a267664570ef2aa7d8",933,5370,"REFRIGERADOR","REFRIGERADOR"
414604,158,"REF-3cd9ecc2eedf2416c90e765de381fa1e",933,5370,"REFRIGERADOR","REFRIGERADOR"
414606,158,"REF-3c816da0b116f300ae25b2683fd73023",933,5370,"REFRIGERADOR","REFRIGERADOR"
414607,158,"REF-9739a191023a6105b9b417bf6a406d81",933,5370,"REFRIGERADOR","REFRIGERADOR"
414608,158,"REF-e57039fb9aa7b3a1e1a9b47ae8649576",933,5370,"REFRIGERADOR","REFRIGERADOR"
414609,158,"REF-7d088710696c7a4c10eff689ecaec2e3",933,5370,"REFRIGERADOR","REFRIGERADOR"
414611,158,"REF-9b856d7071412fb29b19f31bdb6d5255",933,5370,"REFRIGERADOR","REFRIGERADOR"
414612,158,"REF-bf5e233b6bb754c1d3b695e006b06fbd",933,5370,"REFRIGERADOR","REFRIGERADOR"
414613,158,"REF-47af783d174bdb77cfa1d645dc6aa9fe",933,5370,"REFRIGERADOR","REFRIGERADOR"
414614,158,"REF-80e603d34f7d97449fec42b5b1c3df76",933,5370,"REFRIGERADOR","REFRIGERADOR"
414615,158,"REF-450c813f9723ded995bcad971d081955",933,5370,"REFRIGERADOR","REFRIGERADOR"
414616,158,"REF-b85033868dc5c7eb1cff08ce21fa7b87",933,5370,"REFRIGERADOR","REFRIGERADOR"
414619,158,"REF-06b2b072d61867e0ada97d80629b983e",933,5370,"REFRIGERADOR","REFRIGERADOR"
414620,158,"REF-b71890dcb2ef5f260462c0a1a14655bb",933,5370,"REFRIGERADOR","REFRIGERADOR"
414621,158,"REF-44c2c812955c6a08f267af143ca02b6d",933,5370,"REFRIGERADOR","REFRIGERADOR"
414622,158,"REF-91bc64469a63f7a617a0f9af42471f53",933,5370,"REFRIGERADOR","REFRIGERADOR"
414623,158,"REF-cebb4a46f4c4e9e933dbcd175975c0ae",933,5370,"REFRIGERADOR","REFRIGERADOR"
414627,158,"REF-6a6a8248eb09750e597a1519052cd0b9",933,5370,"REFRIGERADOR","REFRIGERADOR"
414629,158,"REF-75ada83cea3b41c7c085ba0d4c36c3b7",933,5370,"REFRIGERADOR","REFRIGERADOR"
414630,158,"REF-7ca14221aa8f9a76bfe1393d9529bce7",933,5370,"REFRIGERADOR","REFRIGERADOR"
414631,158,"REF-c1532646faea8771d2cff28c361309b3",933,5370,"REFRIGERADOR","REFRIGERADOR"
414633,158,"REF-ba9684a51e902015cc9e897c0b6c9779",933,5370,"REFRIGERADOR","REFRIGERADOR"
414635,158,"REF-0cbf488a37dce9351deedaa1b6104758",933,5370,"REFRIGERADOR","REFRIGERADOR"
414637,158,"REF-5fda8506688f05a2d63033bd41e304fb",933,5370,"REFRIGERADOR","REFRIGERADOR"
414638,158,"REF-5742aaa6b8535da5139f6dac97b5e9b9",933,5370,"REFRIGERADOR","REFRIGERADOR"
414639,158,"REF-704f4aa97cd1c2303cbc7a08d2739d1a",933,5370,"REFRIGERADOR","REFRIGERADOR"
414640,158,"REF-a5fcce82f8621789cce9207f344dfd01",933,5370,"REFRIGERADOR","REFRIGERADOR"
414642,158,"REF-8e24a33e63051a195ac427c14996a439",933,5370,"REFRIGERADOR","REFRIGERADOR"
414643,158,"REF-1c76f4ae81b755c4f3954f2384bc6148",933,5370,"REFRIGERADOR","REFRIGERADOR"
414644,158,"REF-9d962a8e3887151238873db36aece41c",933,5370,"REFRIGERADOR","REFRIGERADOR"
414645,158,"REF-d64b601e316d8f55af3bcf05d141e8b4",933,5370,"REFRIGERADOR","REFRIGERADOR"
414646,158,"REF-b0a728b7a5e314d0451ec120306f6b4b",933,5370,"REFRIGERADOR","REFRIGERADOR"
414647,158,"REF-602d0cfab3054ea96f5dac2b23b8866b",933,5370,"REFRIGERADOR","REFRIGERADOR"
414648,158,"REF-87404f389d501206a76e08acefd04b90",933,5370,"REFRIGERADOR","REFRIGERADOR"
414649,158,"REF-a6f5b0fa7bac25d797bb0de77c659da2",933,5370,"REFRIGERADOR","REFRIGERADOR"
414650,158,"REF-0a98066c70ce300cb3a29b9b5cd9206a",933,5370,"REFRIGERADOR","REFRIGERADOR"
414651,158,"REF-b4b8f2b3a3d664cde5ba40600275894d",933,5370,"REFRIGERADOR","REFRIGERADOR"
414652,158,"REF-11f1e641c608f082a574f6fdd291ab47",933,5370,"REFRIGERADOR","REFRIGERADOR"
414655,158,"REF-88697efcf9e3adc0aac7b8be3190ee6d",933,5370,"REFRIGERADOR","REFRIGERADOR"
414656,158,"REF-94062541a6c5796bf6e97c798d5782c7",933,5370,"REFRIGERADOR","REFRIGERADOR"
414657,158,"REF-873a4e7c22193b9444f51a279a7ce299",933,5370,"REFRIGERADOR","REFRIGERADOR"
414658,158,"REF-d958cca801688880410a47cef91fb484",933,5370,"REFRIGERADOR","REFRIGERADOR"
414659,158,"REF-400548cbe916ba61fa770a7537cbb356",933,5370,"REFRIGERADOR","REFRIGERADOR"
414660,158,"REF-9cdf81ee257f7b275fa48b9ba8c30b4c",933,5370,"REFRIGERADOR","REFRIGERADOR"
414661,158,"REF-f84b296d23cca4d737a3262e9d06d3b6",933,5370,"REFRIGERADOR","REFRIGERADOR"
414662,158,"REF-16469867f6abe9e0ed8b935e8eb6386c",933,5370,"REFRIGERADOR","REFRIGERADOR"
414663,158,"REF-0ff5bfbe7184f2af5baf64ef5b6252a7",933,5370,"REFRIGERADOR","REFRIGERADOR"
414664,158,"REF-810169b901aabd9c487de8841bff9266",933,5370,"REFRIGERADOR","REFRIGERADOR"
414665,158,"REF-e60cbe5433b54ac15b0a481017adad50",933,5370,"REFRIGERADOR","REFRIGERADOR"
414667,158,"REF-59ed4cef94513088e1c72638e9ab14ad",933,5370,"REFRIGERADOR","REFRIGERADOR"
414669,158,"REF-c9a7e41eb6094b11aa20274bc1880cc1",933,5370,"REFRIGERADOR","REFRIGERADOR"
414670,158,"REF-0c9210212781c9f6f134a122925882a6",933,5370,"REFRIGERADOR","REFRIGERADOR"
414671,158,"REF-e2452fbf8e72212f8331f94349a19056",933,5370,"REFRIGERADOR","REFRIGERADOR"
414673,158,"REF-d0fa4cce393927999b184d6b52916c81",933,5370,"REFRIGERADOR","REFRIGERADOR"
414674,158,"REF-c72b4df69c67c50253177d24a461cedf",933,5370,"REFRIGERADOR","REFRIGERADOR"
414675,158,"REF-1f1000a1ca7ff28aa193e6e9f201bb97",933,5370,"REFRIGERADOR","REFRIGERADOR"
414676,158,"REF-07730ada55f0669ef5cffcc8d719c484",933,5370,"REFRIGERADOR","REFRIGERADOR"
414677,158,"REF-92ccac78c04e4bfdb657a7ce6a4c47af",933,5370,"REFRIGERADOR","REFRIGERADOR"
414678,158,"REF-ce97bf225d7fbc00b0003cf481f38e86",933,5370,"REFRIGERADOR","REFRIGERADOR"
414680,158,"REF-8bb5438c56074ecc0165c1d94b912758",933,5370,"REFRIGERADOR","REFRIGERADOR"
414681,158,"REF-0d04ee254dbf0c1b654cd56d9f91c35c",933,5370,"REFRIGERADOR","REFRIGERADOR"
414682,158,"REF-72aba2ac726f7d8358067733bcf6eb0a",933,5370,"REFRIGERADOR","REFRIGERADOR"
414683,158,"REF-e074686543cec963f8dfdc925c8d033d",933,5370,"REFRIGERADOR","REFRIGERADOR"
414684,158,"REF-b514603dd0d99362736671a3dc74908d",933,5370,"REFRIGERADOR","REFRIGERADOR"
414685,158,"REF-7c98122ef86a4524a77f18734240fa1e",933,5370,"REFRIGERADOR","REFRIGERADOR"
414686,158,"REF-0b6f64e165cd7193819b6ec24c2aac95",933,5370,"REFRIGERADOR","REFRIGERADOR"
414687,158,"REF-134bec523458f1152fa2d9d76ffa4196",933,5370,"REFRIGERADOR","REFRIGERADOR"
414689,158,"REF-9d4f37f4fd98c566bcf14021ac5a9b92",933,5370,"REFRIGERADOR","REFRIGERADOR"
414690,158,"REF-e7a32b801efa967a83c08630d3a56396",933,5370,"REFRIGERADOR","REFRIGERADOR"
414691,158,"REF-1a23c34003fa24a90f2395803979cb83",933,5370,"REFRIGERADOR","REFRIGERADOR"
414692,158,"REF-91ce915b46f57bb84a1c315ae45b0a08",933,5370,"REFRIGERADOR","REFRIGERADOR"
414693,158,"REF-31d3a1d8a7d28ab09341ad546d07fa52",933,5370,"REFRIGERADOR","REFRIGERADOR"
414694,158,"REF-d3fbd5243b37aad53580c0424b8691e3",933,5370,"REFRIGERADOR","REFRIGERADOR"
414695,158,"REF-0168c93c99e762bf8e5a1b20bfa69d88",933,5370,"REFRIGERADOR","REFRIGERADOR"
414696,158,"REF-eb83ed1c17f33f33c0c30684b7faac3d",933,5370,"REFRIGERADOR","REFRIGERADOR"
414698,158,"REF-b96a1a771acca35c9f1805fac6ba8090",933,5370,"REFRIGERADOR","REFRIGERADOR"
414699,158,"REF-cbd1e74d0b19774c6aabae37224b31e9",933,5370,"REFRIGERADOR","REFRIGERADOR"
414700,158,"REF-d94ea6e1e3abaa31ea4ef085ef9bb6e6",933,5370,"REFRIGERADOR","REFRIGERADOR"
414701,158,"REF-6fb037fc8c8f04889915969784a6698a",933,5370,"REFRIGERADOR","REFRIGERADOR"
414702,158,"REF-f31b52fd15a85763d2f8a264eb68b445",933,5370,"REFRIGERADOR","REFRIGERADOR"
414703,158,"REF-a057d57ae9eeb09554dcad8d088db3ad",933,5370,"REFRIGERADOR","REFRIGERADOR"
414704,158,"REF-2aaddf3426aa99e592b1963ee3dead35",933,5370,"REFRIGERADOR","REFRIGERADOR"
414705,158,"REF-4a5d90c8a0d6b57c98ccef4a3d39bc39",933,5370,"REFRIGERADOR","REFRIGERADOR"
414706,158,"REF-2ec16f5006d12c4de9cd96fcabd9486b",933,5370,"REFRIGERADOR","REFRIGERADOR"
414707,158,"REF-ae631015164692fd485c481123017cb8",933,5370,"REFRIGERADOR","REFRIGERADOR"
414708,158,"REF-6f609b5bd8334c2f53262779b62cb330",933,5370,"REFRIGERADOR","REFRIGERADOR"
414709,158,"REF-6e1efcfa03841367f14ac88f4b140a51",933,5370,"REFRIGERADOR","REFRIGERADOR"
414710,158,"REF-d1ffcb4edd06d9eb5b75babc83bb76ae",933,5370,"REFRIGERADOR","REFRIGERADOR"
414713,158,"REF-004c9e9258c296c771b2010b2a40f22c",933,5370,"REFRIGERADOR","REFRIGERADOR"
414714,158,"REF-7f06b4d35361b20067488fa3df73bc2c",933,5370,"REFRIGERADOR","REFRIGERADOR"
414716,158,"REF-6e3a177a1f62a18844e2344dfcd10827",933,5370,"REFRIGERADOR","REFRIGERADOR"
414717,158,"REF-b7185342d82c1338960f45a4382c8068",933,5370,"REFRIGERADOR","REFRIGERADOR"
414719,158,"REF-e385e582d78efca1b85bd519fa3f4489",933,5370,"REFRIGERADOR","REFRIGERADOR"
414720,158,"REF-26987a110a3d24319a4e8b08b1273a22",933,5370,"REFRIGERADOR","REFRIGERADOR"
414721,158,"REF-696f2aab2ca5431c04b612393fcc3496",933,5370,"REFRIGERADOR","REFRIGERADOR"
414722,158,"REF-d8f258858cb4b8017adecc097342cbc5",933,5370,"REFRIGERADOR","REFRIGERADOR"
414724,158,"REF-74b9e7022ba1cb03f2b12c8ff7e46155",933,5370,"REFRIGERADOR","REFRIGERADOR"
414725,158,"REF-68e02836ab85f96119759f9e35894d21",933,5370,"REFRIGERADOR","REFRIGERADOR"
414726,158,"REF-b634b8830b279cd4c02394db6d465155",933,5370,"REFRIGERADOR","REFRIGERADOR"
414727,158,"REF-b707a961627e6589d381a929d9c0936f",933,5370,"REFRIGERADOR","REFRIGERADOR"
414728,158,"REF-36c2d410d89bf4589223a9081fe62ee1",933,5370,"REFRIGERADOR","REFRIGERADOR"
414729,158,"REF-114be1f46a2669361ee9e1da4a5b215a",933,5370,"REFRIGERADOR","REFRIGERADOR"
414730,158,"REF-3221a3c7bd5b4d041a4d07dd89d9c2fd",933,5370,"REFRIGERADOR","REFRIGERADOR"
414731,158,"REF-48482d570169eca16e4c18067648ecfc",933,5370,"REFRIGERADOR","REFRIGERADOR"
414733,158,"REF-bc9012db776f00d43a0723fed97321bc",933,5370,"REFRIGERADOR","REFRIGERADOR"
414734,158,"REF-1ea02b36bcfbfe67b9e0cffc3f6cc1b4",933,5370,"REFRIGERADOR","REFRIGERADOR"
414735,158,"REF-7359157cc56f099ea74639998b9536b9",933,5370,"REFRIGERADOR","REFRIGERADOR"
414736,158,"REF-ca6df41cb876f4466468eded1ae1cbb6",933,5370,"REFRIGERADOR","REFRIGERADOR"
414739,158,"REF-e5d61a948636e00582d5b0342e6077fa",933,5370,"REFRIGERADOR","REFRIGERADOR"
414741,158,"REF-fb0e19a3cc258bf8be5eaf9e7a526954",933,5370,"REFRIGERADOR","REFRIGERADOR"
414742,158,"REF-7f4b8af1131a28a0a2bfd6f32bccb60a",933,5370,"REFRIGERADOR","REFRIGERADOR"
414744,158,"REF-b7c6a49fbb7a3e7ecf57d30ef67568a9",933,5370,"REFRIGERADOR","REFRIGERADOR"
414745,158,"REF-a6895246bcb51dddc174d64cccfe432f",933,5370,"REFRIGERADOR","REFRIGERADOR"
414746,158,"REF-a1a37aef51845580057cb485713ac181",933,5370,"REFRIGERADOR","REFRIGERADOR"
414747,158,"REF-2e4f99c9c766a3e4a412eb0d721ef9ff",933,5370,"REFRIGERADOR","REFRIGERADOR"
414749,158,"REF-8ada1f8d4d486df38ce8ee732625ce69",933,5370,"REFRIGERADOR","REFRIGERADOR"
414750,158,"REF-8eeb6a12be1055ef58d0714c4cec4dfd",933,5370,"REFRIGERADOR","REFRIGERADOR"
414751,158,"REF-413e06a758864488c6974ba169d7006b",933,5370,"REFRIGERADOR","REFRIGERADOR"
414752,158,"REF-0708cff6830b96f8c52221efd460353b",933,5370,"REFRIGERADOR","REFRIGERADOR"
414753,158,"REF-c0ca09acfcb80572bcc2be7c533d8b73",933,5370,"REFRIGERADOR","REFRIGERADOR"
414754,158,"REF-45a54c27aa41c96dfc7bf5f5b36b8d65",933,5370,"REFRIGERADOR","REFRIGERADOR"
414755,158,"REF-7f0bd4bf1a3384c9d1e5e8a0fd5ffe79",933,5370,"REFRIGERADOR","REFRIGERADOR"
414756,158,"REF-ba786b28d6110efae745686f324b8345",933,5370,"REFRIGERADOR","REFRIGERADOR"
414757,158,"REF-62dd492bb82b663f16847e98bdd9a97b",933,5370,"REFRIGERADOR","REFRIGERADOR"
414758,158,"REF-c9f5075e9f7f46a79c8558d81209c15b",933,5370,"REFRIGERADOR","REFRIGERADOR"
414759,158,"REF-5748dc9197696c73bc5f5b330f17d441",933,5370,"REFRIGERADOR","REFRIGERADOR"
414760,158,"REF-87ae3a1abdf50d8d9dc507cbfdeee62c",933,5370,"REFRIGERADOR","REFRIGERADOR"
414761,158,"REF-3c88d84ea729aade76f072dc98abf98e",933,5370,"REFRIGERADOR","REFRIGERADOR"
414762,158,"REF-42c57194b75d78704f78968a7d5c83e6",933,5370,"REFRIGERADOR","REFRIGERADOR"
414764,158,"REF-8fa9ada4e52d1f2b77dc6b827153c1d8",933,5370,"REFRIGERADOR","REFRIGERADOR"
414765,158,"REF-7bdc63d7a4473b780700206f4b747b4d",933,5370,"REFRIGERADOR","REFRIGERADOR"
414766,158,"REF-1da9e1d2af5d2f99211e7e959ded316e",933,5370,"REFRIGERADOR","REFRIGERADOR"
414769,158,"REF-edabe229137e00b43334148ef9e586d7",933,5370,"REFRIGERADOR","REFRIGERADOR"
414770,158,"REF-d02dca7f85c5e7f31d37cc79db01b28c",933,5370,"REFRIGERADOR","REFRIGERADOR"
414771,158,"REF-96263d3cd222f866457e90d46a01ea53",933,5370,"REFRIGERADOR","REFRIGERADOR"
414774,158,"REF-84e931823b5e127ed4289684a853b90b",933,5370,"REFRIGERADOR","REFRIGERADOR"
414775,158,"REF-b69332cbb1155938e325dc9688b73207",933,5370,"REFRIGERADOR","REFRIGERADOR"
414776,158,"REF-7862c0e536cfb5dcbf60535fffd6880e",933,5370,"REFRIGERADOR","REFRIGERADOR"
414777,158,"REF-be5587c0ef012b1960aaf88387fe9a11",933,5370,"REFRIGERADOR","REFRIGERADOR"
414778,158,"REF-b236b06a23af34bc44895ff1eb79134b",933,5370,"REFRIGERADOR","REFRIGERADOR"
414779,158,"REF-c53b8792a44b3de73506b4ca05e07298",933,5370,"REFRIGERADOR","REFRIGERADOR"
414780,158,"REF-6a7ffd7375008d8676de0f343daad337",933,5370,"REFRIGERADOR","REFRIGERADOR"
414781,158,"REF-ed37f7fa25049d03bf1c0d31e6b7ee8d",933,5370,"REFRIGERADOR","REFRIGERADOR"
414782,158,"REF-67763b6a6a66a9de708f0268710ce798",933,5370,"REFRIGERADOR","REFRIGERADOR"
414783,158,"REF-465b44a96bdc47defcfdde0713ddd429",933,5370,"REFRIGERADOR","REFRIGERADOR"
414785,158,"REF-dac37afe480a6434104bb56f25296a13",933,5370,"REFRIGERADOR","REFRIGERADOR"
414786,158,"REF-355756485409191f14f2f82184940510",933,5370,"REFRIGERADOR","REFRIGERADOR"
414787,158,"REF-ea52b9ea08bbc6a0a3fa4640e323c6fc",933,5370,"REFRIGERADOR","REFRIGERADOR"
414788,158,"REF-fb190f19f9f2558b8dfa782839a5f6eb",933,5370,"REFRIGERADOR","REFRIGERADOR"
414789,158,"REF-305f39d89a735af6308ba961b2894a30",933,5370,"REFRIGERADOR","REFRIGERADOR"
414790,158,"REF-313a7db549846483faaae6c9330c0fae",933,5370,"REFRIGERADOR","REFRIGERADOR"
414791,158,"REF-808319ae491d100cc37e8229986dc725",933,5370,"REFRIGERADOR","REFRIGERADOR"
414793,158,"REF-f7e6f10107f0207b712e208f507e022f",933,5370,"REFRIGERADOR","REFRIGERADOR"
414794,158,"REF-4d6f806f94063abfbb9be9fcf4536c53",933,5370,"REFRIGERADOR","REFRIGERADOR"
414795,158,"REF-288122211b81601365355c5728c324d7",933,5370,"REFRIGERADOR","REFRIGERADOR"
414796,158,"REF-e80d1a80b901cd45fbcc45fdb6deb2d8",933,5370,"REFRIGERADOR","REFRIGERADOR"
414798,158,"REF-76fa8c3599765b03135328015cb07c63",933,5370,"REFRIGERADOR","REFRIGERADOR"
414799,158,"REF-aec4083dfbff1c9d2c2114fb0884bc57",933,5370,"REFRIGERADOR","REFRIGERADOR"
414800,158,"REF-3f42aebb0721dd4e7d6105c3a2da489f",933,5370,"REFRIGERADOR","REFRIGERADOR"
414801,158,"REF-e16813ac97384fb494ea67699a7abe76",933,5370,"REFRIGERADOR","REFRIGERADOR"
414802,158,"REF-1e11c58958d38c732023e4f7c6f9c83a",933,5370,"REFRIGERADOR","REFRIGERADOR"
414803,158,"REF-cc0fec51e3f63c4087c18eeeee9b7b4c",933,5370,"REFRIGERADOR","REFRIGERADOR"
414804,158,"REF-f1c466df8be7eef656d33cb9444b1203",933,5370,"REFRIGERADOR","REFRIGERADOR"
414805,158,"REF-bb4db9edffc5646ce7cab8cdb3c0bdc2",933,5370,"REFRIGERADOR","REFRIGERADOR"
414806,158,"REF-628e83f63761dab5b6abb1ca2d2aaa68",933,5370,"REFRIGERADOR","REFRIGERADOR"
414807,158,"REF-31035b9a872e6c29dccadcb7b17765c9",933,5370,"REFRIGERADOR","REFRIGERADOR"
414808,158,"REF-c3feca07c067e09b254ee7d8d73a38bd",933,5370,"REFRIGERADOR","REFRIGERADOR"
414809,158,"REF-86ddc3c36c7742a235ff7acd9e66bca0",933,5370,"REFRIGERADOR","REFRIGERADOR"
414810,158,"REF-844d4ae6b3c6adc781ceca1850641b35",933,5370,"REFRIGERADOR","REFRIGERADOR"
414812,158,"REF-7b0f42f2c944f974745183dae381bccc",933,5370,"REFRIGERADOR","REFRIGERADOR"
414813,158,"REF-02a9647c70522573709fddc226d60f85",933,5370,"REFRIGERADOR","REFRIGERADOR"
414814,158,"REF-f3a554444aa99e2015fc2b6f6e801255",933,5370,"REFRIGERADOR","REFRIGERADOR"
414815,158,"REF-5a54e7bfd437389f9e84f47be9807f21",933,5370,"REFRIGERADOR","REFRIGERADOR"
414816,158,"REF-28877a7d6b366a6a6472e967d8f3a8f9",933,5370,"REFRIGERADOR","REFRIGERADOR"
414817,158,"REF-feffad7c9735e6f7a9fb1e3444bb5cef",933,5370,"REFRIGERADOR","REFRIGERADOR"
414818,158,"REF-fc1c5e2a0a611ffdc4b17b115bcfe3c0",933,5370,"REFRIGERADOR","REFRIGERADOR"
414821,158,"REF-cd43172156c46127761d2f3b499c3ab1",933,5370,"REFRIGERADOR","REFRIGERADOR"
414822,158,"REF-99d6daac9e99317e9231c6375dd14404",933,5370,"REFRIGERADOR","REFRIGERADOR"
414824,158,"REF-c3a339fc20f7abab88d3b7f736b76df3",933,5370,"REFRIGERADOR","REFRIGERADOR"
